;accordion;airplanes;anchor;ant;BACKGROUND_Google;barrel;bass;beaver;binocular;bonsai;brain;brontosaurus;buddha;butterfly;camera;cannon;car_side;ceiling_fan;cellphone;chair;chandelier;cougar_body;cougar_face;crab;crayfish;crocodile;crocodile_head;cup;dalmatian;dollar_bill;dolphin;dragonfly;electric_guitar;elephant;emu;euphonium;ewer;Faces;Faces_easy;ferry;flamingo;flamingo_head;garfield;gerenuk;gramophone;grand_piano;hawksbill;headphone;hedgehog;helicopter;ibis;inline_skate;joshua_tree;kangaroo;ketch;lamp;laptop;Leopards;llama;lobster;lotus;mandolin;mayfly;menorah;metronome;minaret;Motorbikes;nautilus;octopus;okapi;pagoda;panda;pigeon;pizza;platypus;pyramid;revolver;rhino;rooster;saxophone;schooner;scissors;scorpion;sea_horse;snoopy;soccer_ball;stapler;starfish;stegosaurus;stop_sign;strawberry;sunflower;tick;trilobite;umbrella;watch;water_lilly;wheelchair;wild_cat;windsor_chair;wrench;yin_yang;All
brain;0.0;0.0030303030303;;0.0;0.0224719101124;;0.0;0.0;;0.0;0.272727272727;;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.00684931506849;0.0117647058824;;;;0.0;0.0;;0.0;0.0;;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;;0.0;;0.0;0.00546448087432;0.0;0.0;0.0;;0.0;;0.0;;0.0;;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.00601421541826
brontosaurus;0.0;0.00909090909091;;0.0;0.0;;0.0;0.0;;0.0;0.0;;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.00684931506849;0.0117647058824;;;;0.0;0.0;;0.0;0.0;;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;;0.0;;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;;0.0;;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0384615384615;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.00191361399672
buddha;0.0;0.00606060606061;;0.0;0.0;;0.0;0.0;;0.0;0.0;;0.125;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0176470588235;;;;0.0;0.0;;0.0;0.0;;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;;0.0;;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;;0.0;;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0113636363636;0.0;0.0;0.0;0.0;;0.0;0.00218698742482
butterfly;0.0;0.00909090909091;;0.0;0.0112359550562;;0.0;0.0;;0.0161290322581;0.0227272727273;;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;;;;0.0;0.0;;0.0;0.0185185185185;;0.0;;0.0;;0.0;0.03125;0.0;0.0;0.0;0.0113636363636;0.0;;0.0;;;0.0;;0.0;0.00819672131148;0.0;0.0;0.0;;0.0;;0.0;;0.0;;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;0.0217391304348;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.00382722799344
camera;0.05;0.0181818181818;;0.0;0.0;;0.0;0.0;;0.0;0.0;;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.00588235294118;;;;0.0;0.0;;0.0;0.0;;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;;0.0;;0.0;0.00546448087432;0.0;0.0;0.0;;0.0;;0.0;;0.0;;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0227272727273;0.0;0.0;0.0;0.0;;0.0;0.00328048113723
cannon;0.0;0.0030303030303;;0.0;0.0168539325843;;0.0;0.0;;0.0;0.0;;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0384615384615;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;;;;0.0;0.0;;0.0;0.0;;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;;0.0;;0.0;0.00546448087432;0.0;0.0;0.0;;0.0;;0.0;;0.0;;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.00191361399672
car_side;0.0;0.0121212121212;;0.0;0.00561797752809;;0.0;0.0;;0.0;0.0;;0.0;0.0;;;0.166666666667;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.013698630137;0.0;;;;0.0;0.0;;0.0;0.0;;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;;0.0;;0.0;0.0245901639344;0.0;0.0;0.0;;0.0;;0.0;;0.0;;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.00656096227447
ceiling_fan;0.0;0.00909090909091;;0.0;0.00561797752809;;0.0;0.0;;0.0161290322581;0.0;;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;;;;0.0;0.0;;0.0;0.0;;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;;0.0;;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;;0.0;;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.00136686714051
cellphone;0.0;0.0242424242424;;0.0;0.0;;0.0;0.0;;0.0;0.0;;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.013698630137;0.0117647058824;;;;0.0;0.0;;0.0;0.0;;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;;0.0;;0.0;0.00819672131148;0.0;0.0;0.0;;0.0;;0.0;;0.0;;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0113636363636;0.0;0.0;0.0;0.0;;0.0;0.00437397484964
chair;0.0;0.00909090909091;;0.0;0.00561797752809;;0.0;0.0;;0.0;0.0;;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.00684931506849;0.00588235294118;;;;0.0;0.0;;0.0;0.0;;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;;0.0;;0.0;0.00546448087432;0.0;0.0;0.0;;0.0;;0.0;;0.0;;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0384615384615;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.00246036085293
chandelier;0.0;0.0030303030303;;0.0;0.0280898876404;;0.0;0.0;;0.0161290322581;0.0;;0.0;0.0;;;0.0;0.0;0.0;;0.0434782608696;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;;;;0.0;0.0;;0.0;0.037037037037;;0.0416666666667;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;;0.0;;0.0;0.0245901639344;0.0;0.0;0.0;;0.0;;0.0;;0.0;;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.111111111111;;0.0;0.00628758884636
cougar_body;0.0;0.00606060606061;;0.0;0.00561797752809;;0.0;0.0;;0.0;0.0;;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0205479452055;0.0;;;;0.0;0.0;;0.0;0.0;;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;;0.0;;0.0;0.00819672131148;0.0;0.0;0.0;;0.0;;0.0;;0.0;;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.00246036085293
cougar_face;0.0;0.0030303030303;;0.0;0.0112359550562;;0.0625;0.0;;0.0161290322581;0.0;;0.0;0.0;;;0.0208333333333;0.0;0.0;;0.0;0.0;0.0357142857143;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.013698630137;0.0;;;;0.0;0.0;;0.0;0.0;;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;;0.0;;0.0;0.0136612021858;0.0;0.0;0.0;;0.0;;0.0;;0.0;;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.00382722799344
crab;0.0;0.00909090909091;;0.0;0.0;;0.0;0.0;;0.0;0.0;;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0384615384615;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.1;0.0;;0.00684931506849;0.00588235294118;;;;0.0;0.0;;0.0;0.037037037037;;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0113636363636;0.0;;0.0;;;0.0;;0.0;0.00273224043716;0.0;0.0;0.0;;0.0;;0.0;;0.0;;0.0;;;0.0;0.0;0.03125;0.0;0.0;0.0;;0.0217391304348;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.00355385456534
crayfish;0.0;0.0;;0.0;0.0;;0.0;0.0;;0.0;0.0227272727273;;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.013698630137;0.00588235294118;;;;0.0;0.0714285714286;;0.0;0.0555555555556;;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;;0.0;;0.0;0.00819672131148;0.0;0.0;0.0;;0.0;;0.0;;0.0;;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0357142857143;0.0;0.0;0.0;0.0;0.0555555555556;;0.0;0.00355385456534
crocodile;0.0;0.0;;0.0;0.0;;0.0;0.0;;0.0161290322581;0.0;;0.0625;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0384615384615;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.013698630137;0.0;;;;0.0;0.0;;0.0;0.0;;0.0833333333333;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0113636363636;0.0714285714286;;0.0;;;0.0;;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;;0.0;;0.0555555555556;;;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.00300710770913
crocodile_head;0.0;0.0030303030303;;0.0;0.0112359550562;;0.0;0.0;;0.0;0.0;;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0555555555556;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0205479452055;0.0117647058824;;;;0.0;0.0714285714286;;0.0;0.0185185185185;;0.0;;0.0;;0.0;0.03125;0.0;0.0;0.0;0.0;0.0;;0.0;;;0.0;;0.0;0.00273224043716;0.0;0.0;0.0;;0.0;;0.0;;0.0;;0.0;;;0.0;0.0;0.0625;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0833333333333;0.0;;0.0;0.00437397484964
cup;0.0;0.00606060606061;;0.0;0.00561797752809;;0.0;0.0;;0.0;0.0;;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0625;0.0;0.0;;;0.0;0.0;0.0;;0.00684931506849;0.0117647058824;;;;0.0;0.0;;0.0;0.0;;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;;0.0;;0.0;0.00546448087432;0.0;0.0;0.0;;0.0;;0.0;;0.0;;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0384615384615;0.0357142857143;0.0;0.0;0.0;0.0;0.0;;0.0;0.00300710770913
dalmatian;0.0;0.0;;0.0;0.00561797752809;;0.0;0.0;;0.0;0.0;;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.125;0.0;0.0;;;0.0;0.0;0.0;;0.00684931506849;0.0;;;;0.0;0.0;;0.0;0.037037037037;;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;;0.0;;0.0;0.00546448087432;0.0;0.0;0.0;;0.0;;0.0;;0.0;;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.00218698742482
dollar_bill;0.0;0.00606060606061;;0.0;0.0112359550562;;0.0;0.0;;0.0;0.0;;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0454545454545;0.0;;;0.0;0.0;0.0;;0.00684931506849;0.0;;;;0.0;0.0;;0.0;0.0;;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;;0.0;;0.0;0.00273224043716;0.0;0.0;0.0;;0.0;;0.0;;0.0;;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0454545454545;0.0;0.0;0.0;0.0;;0.0;0.00300710770913
dolphin;0.0;0.0181818181818;;0.0;0.0168539325843;;0.0;0.0;;0.0;0.0;;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0384615384615;;;0.0;0.0;0.0;;0.0;0.0117647058824;;;;0.0;0.0;;0.0;0.0;;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;;0.0;;0.0;0.0;0.0625;0.0;0.0;;0.0;;0.0;;0.0;;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.00355385456534
dragonfly;0.0;0.00909090909091;;0.0;0.0112359550562;;0.0;0.0;;0.0161290322581;0.0;;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.013698630137;0.0176470588235;;;;0.0;0.0;;0.0;0.0;;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0113636363636;0.0;;0.0;;;0.0;;0.0;0.00273224043716;0.0;0.0;0.0;;0.0;;0.0;;0.0;;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.00355385456534
electric_guitar;0.0;0.0212121212121;;0.0;0.00561797752809;;0.0;0.0;;0.0;0.0;;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0454545454545;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.00684931506849;0.0;;;;0.0;0.0;;0.0217391304348;0.0185185185185;;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;;0.0;;0.0;0.00546448087432;0.0;0.0;0.0;;0.0;;0.0;;0.0;;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.00382722799344
elephant;0.0;0.0121212121212;;0.0;0.00561797752809;;0.0625;0.0;;0.0161290322581;0.0;;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.03125;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.013698630137;0.0;;;;0.0;0.0;;0.0;0.0185185185185;;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0357142857143;;0.0;;;0.0;;0.0;0.00273224043716;0.0;0.0;0.0;;0.0;;0.0;;0.0;;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.00355385456534
emu;0.0;0.0;;0.0;0.0;;0.0;0.0;;0.0161290322581;0.0;;0.0;0.0;;;0.0;0.0;0.0;;0.0217391304348;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;;;;0.0;0.0;;0.0;0.0;;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0357142857143;;0.0;;;0.0;;0.0;0.00273224043716;0.0;0.0;0.0;;0.0;;0.0;;0.0;;0.0;;;0.0;0.0;0.03125;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.00136686714051
euphonium;0.1;0.0151515151515;;0.0;0.0;;0.0;0.0;;0.0;0.0;;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.107142857143;;0.0;0.00588235294118;;;;0.0;0.0;;0.0;0.0;;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;;0.0;;0.0;0.00546448087432;0.0;0.0;0.0;;0.0;;0.0;;0.0;;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0113636363636;0.0;0.0;0.0;0.0;;0.0;0.00382722799344
